"","res_name"
"14655","CL"
"14656","ZN"
"14657","CA"
"14658","CL"
"14659","MG"
"14660","nan"
"14661","MG"
"14662","nan"
"14663","MN"
"14664","MG"
"14665","MG"
"14666","nan"
"14667","CL"
"14668","CL"
"14669","CL"
"14670","CA"
"14671","CL"
"14672","MG"
"14673","CA"
"14674","CL"
"14675","CL"
"14676","CL"
"14677","CA"
"14678","CL"
"14679","CA"
"14680","CA"
"14681","CA"
"14682","CA"
"14683","CL"
"14684","CL"
"14685","CA"
"14686","MG"
"14687","nan"
"14688","ZN"
"14689","MG"
"14690","MG"
"14691","ZN"
"14692","CL"
"14693","MG"
"14694","CL"
"14695","ZN"
"14696","CA"
"14697","ZN"
"14698","CA"
"14699","CA"
"14700","CL"
"14701","CL"
"14702","MG"
"14703","CL"
"14704","CA"
"14705","nan"
"14706","CA"
"14707","ZN"
"14708","MG"
"14709","MG"
"14710","CL"
"14711","CA"
"14712","CL"
"14713","CL"
"14714","CA"
"14715","CA"
"14716","MG"
"14717","CL"
"14718","CA"
"14719","CL"
"14720","CL"
"14721","ZN"
"14722","ZN"
"14723","CL"
"14724","CL"
"14725","MG"
"14726","CL"
"14727","ZN"
"14728","CA"
"14729","MG"
"14730","ZN"
"14731","CL"
"14732","CA"
"14733","CL"
"14734","MG"
"14735","ZN"
"14736","IOD"
"14737","CL"
"14738","CL"
"14739","CA"
"14740","CA"
"14741","CL"
"14742","CL"
"14743","ZN"
"14744","CA"
"14745","ZN"
"14746","CL"
"14747","CL"
"14748","CA"
"14749","MG"
"14750","CA"
"14751","MG"
"14752","ZN"
"14753","CA"
"14754","CL"
"14755","MN"
"14756","nan"
"14757","ZN"
"14758","CL"
"14759","CL"
"14760","CA"
"14761","nan"
"14762","MN"
"14763","CL"
"14764","MG"
"14765","MG"
"14766","CL"
"14767","CL"
"14768","CL"
"14769","CL"
"14770","CL"
"14771","SF4"
"14772","CL"
"14773","CL"
"14774","nan"
"14775","CL"
"14776","MG"
"14777","CL"
"14778","MG"
"14779","nan"
"14780","MG"
"14781","nan"
"14782","CA"
"14783","CL"
"14784","MG"
"14785","CA"
"14786","MN"
"14787","CL"
"14788","CL"
"14789","CL"
"14790","CL"
"14791","CA"
"14792","CA"
"14793","ZN"
"14794","MG"
"14795","CL"
"14796","ZN"
"14797","CA"
"14798","CL"
"14799","CL"
"14800","nan"
"14801","ZN"
"14802","CA"
"14803","CA"
"14804","CL"
"14805","CA"
"14806","MG"
"14807","MG"
"14808","CL"
"14809","CL"
"14810","CL"
"14811","ZN"
"14812","nan"
"14813","MG"
"14814","CL"
"14815","CA"
"14816","MG"
"14817","MG"
"14818","nan"
"14819","CL"
"14820","ZN"
"14821","ZN"
"14822","ZN"
"14823","CL"
"14824","CA"
"14825","CA"
"14826","CA"
"14827","CL"
"14828","MG"
"14829","CL"
"14830","CL"
"14831","CL"
"14832","CL"
"14833","CL"
"14834","CL"
"14835","MG"
"14836","CA"
"14837","CA"
"14838","CA"
"14839","CA"
"14840","CL"
"14841","CL"
"14842","CA"
"14843","MG"
"14844","MG"
"14845","CL"
"14846","CL"
"14847","CU"
"14848","CA"
"14849","CA"
"14850","CL"
"14851","ZN"
"14852","CL"
"14853","CL"
"14854","CL"
"14855","MG"
"14856","ZN"
"14857","CA"
"14858","ZN"
"14859","CL"
"14860","CL"
"14861","CL"
"14862","CA"
"14863","CA"
"14864","CA"
"14865","CA"
"14866","MG"
"14867","CA"
"14868","CL"
"14869","MG"
"14870","ZN"
"14871","ZN"
"14872","CL"
"14873","CL"
"14874","CL"
"14875","MG"
"14876","ZN"
"14877","CL"
"14878","CA"
"14879","CA"
"14880","MG"
"14881","CL"
"14882","CA"
"14883","CA"
"14884","CA"
"14885","MG"
"14886","MN"
"14887","CL"
"14888","IMD"
"14889","CL"
"14890","ZN"
"14891","CL"
"14892","CA"
"14893","MG"
"14894","CA"
"14895","CL"
"14896","CA"
"14897","CL"
"14898","CL"
"14899","ZN"
"14900","CL"
"14901","ZN"
"14902","SF4"
"14903","CL"
"14904","CA"
"14905","ZN"
"14906","CL"
"14907","CA"
"14908","MG"
"14909","nan"
"14910","CL"
"14911","CL"
"14912","CL"
"14913","MG"
"14914","MN"
"14915","CA"
"14916","CA"
"14917","CA"
"14918","CA"
"14919","CL"
"14920","CL"
"14921","CL"
"14922","CL"
"14923","CL"
"14924","CL"
"14925","CL"
"14926","CL"
"14927","CL"
"14928","CA"
"14929","MG"
"14930","ZN"
"14931","CL"
"14932","CA"
"14933","MG"
"14934","MG"
"14935","ZN"
"14936","SF4"
"14937","CA"
"14938","CL"
"14939","MG"
"14940","CA"
"14941","MG"
"14942","CL"
"14943","CA"
"14944","CA"
"14945","SF4"
"14946","CA"
"14947","CA"
"14948","MG"
"14949","CA"
"14950","CL"
"14951","CL"
"14952","MG"
"14953","CA"
"14954","MN"
"14955","CL"
"14956","CA"
"14957","CL"
"14958","ZN"
"14959","CA"
"14960","CA"
"14961","MG"
"14962","nan"
"14963","CA"
"14964","ZN"
"14965","nan"
"14966","MG"
"14967","MG"
"14968","nan"
"14969","CL"
"14970","CA"
"14971","CA"
"14972","CL"
"14973","CL"
"14974","MN"
"14975","CL"
"14976","CL"
"14977","IMD"
"14978","CA"
"14979","CL"
"14980","CL"
"14981","ZN"
"14982","CL"
"14983","MN"
"14984","CA"
"14985","CL"
"14986","CA"
"14987","CA"
"14988","MG"
"14989","CA"
"14990","CL"
"14991","CL"
"14992","CU"
"14993","CL"
"14994","CL"
"14995","ZN"
"14996","MN"
"14997","MG"
"14998","CL"
"14999","CA"
"15000","CA"
"15001","MG"
"15002","CA"
"15003","nan"
"15004","CA"
"15005","MG"
"15006","IOD"
"15007","CL"
"15008","MG"
"15009","ZN"
"15010","CA"
"15011","CL"
"15012","ZN"
"15013","CL"
"15014","CL"
"15015","CL"
"15016","CL"
"15017","nan"
"15018","CL"
"15019","ZN"
"15020","CA"
"15021","CL"
"15022","CL"
"15023","CL"
"15024","CA"
"15025","ZN"
"15026","MG"
"15027","CA"
"15028","CL"
"15029","ZN"
"15030","ZN"
"15031","ZN"
"15032","ZN"
"15033","ZN"
"15034","IOD"
"15035","CL"
"15036","CA"
"15037","ZN"
"15038","MG"
"15039","ZN"
"15040","CA"
"15041","CL"
"15042","CL"
"15043","CA"
"15044","MG"
"15045","MG"
"15046","CL"
"15047","MG"
"15048","MG"
"15049","CL"
"15050","CA"
"15051","CA"
"15052","CL"
"15053","CL"
"15054","CL"
"15055","CA"
"15056","ZN"
"15057","CA"
"15058","CL"
"15059","CL"
"15060","CL"
"15061","ZN"
"15062","ZN"
"15063","MG"
"15064","ZN"
"15065","CL"
"15066","CL"
"15067","ZN"
"15068","CL"
"15069","ZN"
"15070","ZN"
"15071","CA"
"15072","CA"
"15073","ZN"
"15074","CL"
"15075","MG"
"15076","nan"
"15077","CL"
"15078","MN"
"15079","ZN"
"15080","CL"
"15081","MG"
"15082","nan"
"15083","CL"
"15084","CL"
"15085","nan"
"15086","CL"
"15087","nan"
"15088","MG"
"15089","CA"
"15090","ZN"
"15091","MG"
"15092","CL"
"15093","ZN"
"15094","CL"
"15095","CA"
"15096","CL"
"15097","CL"
"15098","CL"
"15099","CA"
"15100","CA"
"15101","CA"
"15102","CA"
"15103","MG"
"15104","CA"
"15105","MG"
"15106","MN"
"15107","MG"
"15108","CL"
"15109","CL"
"15110","nan"
"15111","MG"
"15112","CL"
"15113","CA"
"15114","HG"
"15115","MG"
"15116","CA"
"15117","CA"
"15118","CA"
"15119","MG"
"15120","nan"
"15121","MG"
"15122","nan"
"15123","ZN"
"15124","MG"
"15125","ZN"
"15126","CA"
"15127","CL"
"15128","ZN"
"15129","ZN"
"15130","CL"
"15131","CL"
"15132","CL"
"15133","CA"
"15134","MG"
"15135","CL"
"15136","CL"
"15137","CL"
"15138","ZN"
"15139","CL"
"15140","ZN"
"15141","CL"
"15142","MG"
"15143","MG"
"15144","MG"
"15145","CL"
"15146","CL"
"15147","CA"
"15148","CA"
"15149","MG"
"15150","MG"
"15151","CA"
"15152","CL"
"15153","CL"
"15154","ZN"
"15155","SF4"
"15156","ZN"
"15157","MG"
"15158","MG"
"15159","MG"
"15160","ZN"
"15161","SF4"
"15162","MG"
"15163","CL"
"15164","ZN"
"15165","CA"
"15166","CA"
"15167","CA"
"15168","CA"
"15169","ZN"
"15170","ZN"
"15171","CL"
"15172","CL"
"15173","CL"
"15174","CA"
"15175","ZN"
"15176","CA"
"15177","CL"
"15178","ZN"
"15179","ZN"
"15180","CA"
"15181","CL"
"15182","nan"
"15183","CL"
"15184","CL"
"15185","MG"
"15186","IMD"
"15187","CL"
"15188","CA"
"15189","CA"
"15190","nan"
"15191","CA"
"15192","CA"
"15193","CL"
"15194","CL"
"15195","ZN"
"15196","CL"
"15197","CL"
"15198","MG"
"15199","nan"
"15200","CL"
"15201","CA"
"15202","CA"
"15203","CL"
"15204","CA"
"15205","CA"
"15206","IOD"
"15207","MN"
"15208","MG"
"15209","CA"
"15210","MN"
"15211","CL"
"15212","CL"
"15213","CA"
"15214","CL"
"15215","CA"
"15216","CA"
"15217","CA"
"15218","CL"
"15219","CA"
"15220","CL"
"15221","CA"
"15222","CL"
"15223","MN"
"15224","CA"
"15225","CL"
"15226","ZN"
"15227","CA"
"15228","CA"
"15229","CA"
"15230","ZN"
"15231","MN"
"15232","CL"
"15233","MG"
"15234","MN"
"15235","CA"
"15236","CA"
"15237","CA"
"15238","ZN"
"15239","IMD"
"15240","CL"
"15241","MG"
"15242","CA"
"15243","CA"
"15244","MG"
"15245","CL"
"15246","CA"
"15247","CL"
"15248","CL"
"15249","MG"
"15250","MG"
"15251","MG"
"15252","ZN"
"15253","MN"
"15254","MG"
"15255","CL"
"15256","MN"
"15257","MG"
"15258","nan"
"15259","ZN"
"15260","K"
"15261","CL"
"15262","MN"
"15263","MN"
"15264","CA"
"15265","MG"
"15266","CL"
"15267","CA"
"15268","ZN"
"15269","CL"
"15270","MG"
"15271","ZN"
"15272","ZN"
"15273","CA"
"15274","CL"
"15275","CL"
"15276","ZN"
"15277","MG"
"15278","CL"
"15279","nan"
"15280","CL"
"15281","CA"
"15282","MG"
"15283","MG"
"15284","CA"
"15285","MG"
"15286","CA"
"15287","CA"
"15288","CA"
"15289","CA"
"15290","CL"
"15291","MG"
"15292","ZN"
"15293","CA"
"15294","CA"
"15295","MG"
"15296","MG"
"15297","CL"
"15298","ZN"
"15299","nan"
"15300","MG"
"15301","nan"
"15302","MN"
"15303","MN"
"15304","ZN"
"15305","CA"
"15306","CL"
"15307","CA"
"15308","SF4"
"15309","CA"
"15310","CL"
"15311","MG"
"15312","CL"
"15313","CL"
"15314","CA"
"15315","CL"
"15316","MG"
"15317","MG"
"15318","nan"
"15319","MN"
"15320","CL"
"15321","MG"
"15322","MG"
"15323","CL"
"15324","MG"
"15325","CA"
"15326","CL"
"15327","CL"
"15328","CL"
"15329","CL"
"15330","CA"
"15331","CL"
"15332","CA"
"15333","MG"
"15334","MG"
"15335","ZN"
"15336","MG"
"15337","MG"
"15338","nan"
"15339","CL"
"15340","CA"
"15341","CA"
"15342","MN"
"15343","MG"
"15344","MG"
"15345","CL"
"15346","CL"
"15347","CL"
"15348","CL"
"15349","MG"
"15350","MN"
"15351","CL"
"15352","CA"
"15353","MN"
"15354","CA"
"15355","CL"
"15356","CL"
"15357","CL"
"15358","MG"
"15359","nan"
"15360","MG"
"15361","MG"
"15362","CL"
"15363","CA"
"15364","CL"
"15365","MG"
"15366","MN"
"15367","CA"
"15368","CL"
"15369","MN"
"15370","MG"
"15371","CA"
"15372","CL"
"15373","ZN"
"15374","ZN"
"15375","CL"
"15376","CL"
"15377","MG"
"15378","CL"
"15379","MG"
"15380","CL"
"15381","CA"
"15382","ZN"
"15383","CL"
"15384","CL"
"15385","ZN"
"15386","ZN"
"15387","CA"
"15388","ZN"
"15389","CL"
"15390","ZN"
"15391","CL"
"15392","CL"
"15393","MG"
"15394","MG"
"15395","MG"
"15396","CA"
"15397","CL"
"15398","CA"
"15399","CL"
"15400","CA"
"15401","CL"
"15402","MG"
"15403","MG"
"15404","MN"
"15405","CL"
"15406","CA"
"15407","CL"
"15408","ZN"
"15409","CA"
"15410","MG"
"15411","CL"
"15412","CA"
"15413","CL"
"15414","CA"
"15415","nan"
"15416","CL"
"15417","CA"
"15418","CL"
"15419","CL"
"15420","CA"
"15421","nan"
"15422","CL"
"15423","CA"
"15424","CA"
"15425","CA"
"15426","CA"
"15427","ZN"
"15428","ZN"
"15429","MG"
"15430","MG"
"15431","MG"
"15432","MN"
"15433","CL"
"15434","CL"
"15435","CA"
"15436","ZN"
"15437","CL"
"15438","ZN"
"15439","CL"
"15440","CL"
"15441","CL"
"15442","CL"
"15443","ZN"
"15444","MG"
"15445","ZN"
"15446","MG"
"15447","MG"
"15448","MG"
"15449","CL"
"15450","ZN"
"15451","CL"
"15452","CL"
"15453","CA"
"15454","CA"
"15455","CL"
"15456","nan"
"15457","MG"
"15458","CL"
"15459","MG"
"15460","MG"
"15461","MG"
"15462","CL"
"15463","ZN"
"15464","CL"
"15465","CA"
"15466","nan"
"15467","ZN"
"15468","MG"
"15469","CL"
"15470","CL"
"15471","CA"
"15472","MG"
"15473","MG"
"15474","GOL"
"15475","MN"
"15476","CA"
"15477","CL"
"15478","CL"
"15479","CA"
"15480","ZN"
"15481","MG"
"15482","ZN"
"15483","CA"
"15484","MG"
"15485","CL"
"15486","MG"
"15487","ZN"
"15488","CA"
"15489","CL"
"15490","CA"
"15491","MG"
"15492","MG"
"15493","IOD"
"15494","CL"
"15495","ZN"
"15496","ZN"
"15497","MG"
"15498","CA"
"15499","CA"
"15500","CL"
"15501","ZN"
"15502","MG"
"15503","CA"
"15504","CL"
"15505","CA"
"15506","CA"
"15507","CD"
"15508","CL"
"15509","CL"
"15510","CL"
"15511","ZN"
"15512","MN"
"15513","CL"
"15514","MG"
"15515","CA"
"15516","CL"
"15517","CL"
"15518","CL"
"15519","CA"
"15520","CA"
"15521","CL"
"15522","nan"
"15523","CL"
"15524","CL"
"15525","MG"
"15526","ZN"
"15527","CL"
"15528","ZN"
"15529","CL"
"15530","CL"
"15531","MG"
"15532","MG"
"15533","MG"
"15534","MG"
"15535","ZN"
"15536","ZN"
"15537","CA"
"15538","CL"
"15539","CL"
"15540","CA"
"15541","MG"
"15542","CL"
"15543","CA"
"15544","CA"
"15545","CL"
"15546","nan"
"15547","MG"
"15548","MG"
"15549","MG"
"15550","CA"
"15551","CL"
"15552","CL"
"15553","nan"
"15554","CA"
"15555","CL"
"15556","CA"
"15557","nan"
"15558","CA"
"15559","CL"
"15560","ZN"
"15561","MN"
"15562","CA"
"15563","CL"
"15564","CA"
"15565","CA"
"15566","CA"
"15567","ZN"
"15568","CA"
"15569","ZN"
"15570","CL"
"15571","CA"
"15572","CA"
"15573","CA"
"15574","CL"
"15575","CA"
"15576","CA"
"15577","CA"
"15578","CA"
"15579","CA"
"15580","SF4"
"15581","MN"
"15582","CL"
"15583","CA"
"15584","MG"
"15585","MG"
"15586","MG"
"15587","CA"
"15588","CL"
"15589","MG"
"15590","CA"
"15591","CA"
"15592","ZN"
"15593","CA"
"15594","CL"
"15595","CL"
"15596","CL"
"15597","MG"
"15598","CL"
"15599","CL"
"15600","MG"
"15601","CL"
"15602","CL"
"15603","CL"
"15604","CL"
"15605","CA"
"15606","CL"
"15607","CL"
"15608","MG"
"15609","IOD"
"15610","nan"
"15611","CL"
"15612","CA"
"15613","CL"
"15614","CL"
"15615","ZN"
"15616","ZN"
"15617","CA"
"15618","CL"
"15619","nan"
"15620","MG"
"15621","CA"
"15622","MN"
"15623","CL"
"15624","CA"
"15625","CL"
"15626","SF4"
"15627","MN"
"15628","CL"
"15629","CL"
"15630","ZN"
"15631","CL"
"15632","ZN"
"15633","CL"
"15634","MN"
"15635","ZN"
"15636","MG"
"15637","CA"
"15638","CL"
"15639","CA"
"15640","CA"
"15641","nan"
"15642","CL"
"15643","CL"
"15644","MG"
"15645","CA"
"15646","MG"
"15647","CA"
"15648","CA"
"15649","nan"
"15650","MN"
"15651","MG"
"15652","MG"
"15653","MG"
"15654","MG"
"15655","MG"
"15656","CL"
"15657","CA"
"15658","CA"
"15659","ZN"
"15660","MG"
"15661","nan"
"15662","nan"
"15663","CA"
"15664","ZN"
"15665","CA"
"15666","CA"
"15667","SF4"
"15668","ZN"
"15669","CL"
"15670","CA"
"15671","ZN"
"15672","ZN"
"15673","CL"
"15674","CL"
"15675","CL"
"15676","CL"
"15677","CL"
"15678","CL"
"15679","CL"
"15680","CA"
"15681","ZN"
"15682","MG"
"15683","MG"
"15684","MG"
"15685","MG"
"15686","CL"
"15687","CL"
"15688","CL"
"15689","MG"
"15690","ZN"
"15691","CA"
"15692","CL"
"15693","CA"
"15694","MG"
"15695","CL"
"15696","nan"
"15697","MG"
"15698","MG"
"15699","nan"
"15700","CA"
"15701","ZN"
"15702","MG"
"15703","MG"
"15704","CL"
"15705","MG"
"15706","CL"
"15707","ZN"
"15708","CA"
"15709","ZN"
"15710","MG"
"15711","CA"
"15712","CA"
"15713","ZN"
"15714","CA"
"15715","ZN"
"15716","ZN"
"15717","CA"
"15718","ZN"
"15719","nan"
"15720","MG"
"15721","CA"
"15722","CL"
"15723","ZN"
"15724","CA"
"15725","ZN"
"15726","CA"
"15727","ZN"
"15728","CL"
"15729","nan"
"15730","CL"
"15731","CL"
"15732","MG"
"15733","MG"
"15734","MG"
"15735","CA"
"15736","CA"
"15737","CL"
"15738","nan"
"15739","CL"
"15740","CL"
"15741","MG"
"15742","CL"
"15743","MG"
"15744","CL"
"15745","RET"
"15746","CL"
"15747","CL"
"15748","CL"
"15749","CA"
"15750","CL"
"15751","CL"
"15752","CL"
"15753","CA"
"15754","CL"
"15755","CL"
"15756","CA"
"15757","nan"
"15758","CL"
"15759","CA"
"15760","CL"
"15761","CA"
"15762","CL"
"15763","ZN"
"15764","CL"
"15765","ZN"
"15766","ZN"
"15767","CL"
"15768","CA"
"15769","CA"
"15770","CA"
"15771","CL"
"15772","CA"
"15773","ZN"
"15774","CA"
"15775","MG"
"15776","CL"
"15777","MG"
"15778","CA"
"15779","ZN"
"15780","MG"
"15781","CA"
"15782","CA"
"15783","CA"
"15784","ZN"
"15785","SF4"
"15786","MG"
"15787","MN"
"15788","CL"
"15789","MG"
"15790","nan"
"15791","MG"
"15792","CA"
"15793","CL"
"15794","CA"
"15795","nan"
"15796","CL"
"15797","CL"
"15798","CA"
"15799","CL"
"15800","CL"
"15801","CL"
"15802","CA"
"15803","CA"
"15804","MG"
"15805","CL"
"15806","CL"
"15807","MG"
"15808","MG"
"15809","MG"
"15810","CL"
"15811","MG"
"15812","FE"
"15813","CA"
"15814","CL"
"15815","CL"
"15816","CA"
"15817","CL"
"15818","MG"
"15819","CL"
"15820","CL"
"15821","nan"
"15822","CA"
"15823","MG"
"15824","CA"
"15825","CL"
"15826","MG"
"15827","FE"
"15828","ZN"
"15829","FE"
"15830","ZN"
"15831","ZN"
"15832","CL"
"15833","FE"
"15834","CL"
"15835","CA"
"15836","CA"
"15837","CL"
"15838","ZN"
"15839","CA"
"15840","CA"
"15841","CL"
"15842","CA"
"15843","CL"
"15844","CL"
"15845","MN"
"15846","MG"
"15847","CA"
"15848","MG"
"15849","MG"
"15850","MG"
"15851","CL"
"15852","CL"
"15853","CL"
"15854","CL"
"15855","MN"
"15856","nan"
"15857","nan"
"15858","nan"
"15859","nan"
"15860","nan"
"15861","CL"
"15862","MG"
"15863","CA"
"15864","CL"
"15865","CL"
"15866","CL"
"15867","CL"
"15868","MG"
"15869","CA"
"15870","CL"
"15871","CA"
"15872","CL"
"15873","CL"
"15874","MG"
"15875","MG"
"15876","CL"
"15877","CL"
"15878","CL"
"15879","CL"
"15880","CA"
"15881","CL"
"15882","CA"
"15883","CA"
"15884","CL"
"15885","ZN"
"15886","CA"
"15887","CA"
"15888","ZN"
"15889","ZN"
"15890","ZN"
"15891","CL"
"15892","CL"
"15893","ZN"
"15894","CA"
"15895","MG"
"15896","CL"
"15897","nan"
"15898","MG"
"15899","CL"
"15900","ZN"
"15901","CL"
"15902","CL"
"15903","MG"
"15904","nan"
"15905","nan"
"15906","ZN"
"15907","CL"
"15908","CL"
"15909","CL"
"15910","CL"
"15911","ZN"
"15912","CA"
"15913","MG"
"15914","CA"
"15915","ZN"
"15916","CA"
"15917","CA"
"15918","CL"
"15919","MG"
"15920","CL"
"15921","MG"
"15922","CL"
"15923","CL"
"15924","nan"
"15925","CL"
"15926","CA"
"15927","CA"
"15928","CA"
"15929","CA"
"15930","CA"
"15931","MG"
"15932","CA"
"15933","CL"
"15934","CL"
"15935","nan"
"15936","MG"
"15937","MG"
"15938","CA"
"15939","CL"
"15940","MN"
"15941","ZN"
"15942","CL"
"15943","CL"
"15944","ZN"
"15945","MG"
"15946","ZN"
"15947","CA"
"15948","nan"
"15949","ZN"
"15950","CL"
"15951","ZN"
"15952","ZN"
"15953","ZN"
"15954","ZN"
"15955","CL"
"15956","CL"
"15957","nan"
"15958","MG"
"15959","CL"
"15960","CL"
"15961","CA"
"15962","nan"
"15963","ZN"
"15964","MG"
"15965","CL"
"15966","CL"
"15967","CL"
"15968","MG"
"15969","CA"
"15970","CL"
"15971","MG"
"15972","CA"
"15973","CL"
"15974","CL"
"15975","ZN"
"15976","CA"
"15977","CA"
"15978","MN"
"15979","FE2"
"15980","CA"
"15981","CA"
"15982","ZN"
"15983","CL"
"15984","ZN"
"15985","CL"
"15986","MG"
"15987","CL"
"15988","CA"
"15989","nan"
"15990","CA"
"15991","CA"
"15992","ZN"
"15993","CA"
"15994","MG"
"15995","MN"
"15996","CL"
"15997","CL"
"15998","CA"
"15999","CL"
"16000","CL"
"16001","ZN"
"16002","MG"
"16003","CA"
"16004","CL"
"16005","ZN"
"16006","CL"
"16007","CA"
"16008","CA"
"16009","CL"
"16010","MN"
"16011","MN"
"16012","MN"
"16013","MN"
"16014","CA"
"16015","ZN"
"16016","MG"
"16017","CL"
"16018","CL"
"16019","CA"
"16020","CA"
"16021","nan"
"16022","CL"
"16023","CA"
"16024","ZN"
"16025","CL"
"16026","CL"
"16027","CL"
"16028","MG"
"16029","CL"
"16030","SF4"
"16031","CA"
"16032","CA"
"16033","nan"
"16034","MG"
"16035","CL"
"16036","MG"
"16037","CL"
"16038","ZN"
"16039","CL"
"16040","K"
"16041","ZN"
"16042","CL"
"16043","ZN"
"16044","CL"
"16045","MN"
"16046","CL"
"16047","CL"
"16048","CL"
"16049","MG"
"16050","CL"
"16051","nan"
"16052","CL"
"16053","CA"
"16054","CA"
"16055","MG"
"16056","CA"
"16057","nan"
"16058","CA"
"16059","CL"
"16060","MG"
"16061","MG"
"16062","CL"
"16063","MG"
"16064","CL"
"16065","CA"
"16066","CA"
"16067","ZN"
"16068","CA"
"16069","CL"
"16070","ZN"
"16071","CA"
"16072","CL"
"16073","MG"
"16074","CL"
"16075","MG"
"16076","CL"
"16077","nan"
"16078","nan"
"16079","CL"
"16080","CL"
"16081","SF4"
"16082","MG"
"16083","CA"
"16084","MG"
"16085","ZN"
"16086","ZN"
"16087","ZN"
"16088","SF4"
"16089","SF4"
"16090","nan"
"16091","MG"
"16092","ZN"
"16093","CA"
"16094","CL"
"16095","nan"
"16096","MG"
"16097","CL"
"16098","CL"
"16099","CA"
"16100","CA"
"16101","MG"
"16102","CA"
"16103","CL"
"16104","CA"
"16105","nan"
"16106","ZN"
"16107","CA"
"16108","CA"
"16109","ZN"
"16110","MN"
"16111","FE"
"16112","MG"
"16113","MG"
"16114","MG"
"16115","MG"
"16116","CL"
"16117","FES"
"16118","CA"
"16119","MG"
"16120","MG"
"16121","MN"
"16122","CL"
"16123","MG"
"16124","MG"
"16125","CL"
"16126","MN"
"16127","nan"
"16128","MG"
"16129","MN"
"16130","MG"
"16131","CL"
"16132","CL"
"16133","CL"
"16134","CA"
"16135","CL"
"16136","ZN"
"16137","CL"
"16138","CL"
"16139","CL"
"16140","CL"
"16141","CA"
"16142","CA"
"16143","CL"
"16144","CL"
"16145","CA"
"16146","CL"
"16147","MG"
"16148","MN"
"16149","nan"
"16150","CA"
"16151","ZN"
"16152","CL"
"16153","CA"
"16154","CL"
"16155","CL"
"16156","nan"
"16157","CL"
"16158","CL"
"16159","CL"
"16160","MG"
"16161","CL"
"16162","CA"
"16163","ZN"
"16164","MG"
"16165","MG"
"16166","nan"
"16167","CA"
"16168","CL"
"16169","nan"
"16170","CL"
"16171","CL"
"16172","MG"
"16173","MG"
"16174","CL"
"16175","MG"
"16176","CA"
"16177","CA"
"16178","CA"
"16179","CL"
"16180","MG"
"16181","MG"
"16182","CL"
"16183","CL"
"16184","CL"
"16185","MN"
"16186","CL"
"16187","CL"
"16188","CA"
"16189","CA"
"16190","K"
"16191","CL"
"16192","CL"
"16193","MG"
"16194","MG"
"16195","CL"
"16196","CL"
"16197","CL"
"16198","CL"
"16199","ZN"
"16200","CA"
"16201","CA"
"16202","ZN"
"16203","ZN"
"16204","CA"
"16205","CL"
"16206","CA"
"16207","CL"
"16208","CL"
"16209","CL"
"16210","CL"
"16211","CA"
"16212","MG"
"16213","CL"
"16214","K"
"16215","CA"
"16216","CA"
"16217","CL"
"16218","CA"
"16219","CA"
"16220","CL"
"16221","CL"
"16222","CA"
"16223","CL"
"16224","ZN"
"16225","CL"
"16226","nan"
"16227","ZN"
"16228","CL"
"16229","MG"
"16230","MG"
"16231","ZN"
"16232","CL"
"16233","CL"
"16234","CL"
"16235","CL"
"16236","ZN"
"16237","ZN"
"16238","nan"
"16239","nan"
"16240","nan"
"16241","ZN"
"16242","CA"
"16243","CL"
"16244","CA"
"16245","CL"
"16246","CA"
"16247","MG"
"16248","CL"
"16249","MG"
"16250","CL"
"16251","CL"
"16252","ZN"
"16253","IMD"
"16254","MG"
"16255","MG"
"16256","MG"
"16257","CA"
"16258","CL"
"16259","CA"
"16260","CA"
"16261","CL"
"16262","nan"
"16263","ZN"
"16264","CA"
"16265","ZN"
"16266","CL"
"16267","MG"
"16268","MG"
"16269","CA"
"16270","CL"
"16271","CL"
"16272","MG"
"16273","nan"
"16274","nan"
"16275","MN"
"16276","MG"
"16277","nan"
"16278","CL"
"16279","CL"
"16280","ZN"
"16281","MG"
"16282","MG"
"16283","ZN"
"16284","CA"
"16285","CA"
"16286","CA"
"16287","ZN"
"16288","ZN"
"16289","MG"
"16290","ZN"
"16291","MG"
"16292","MG"
"16293","CL"
"16294","ZN"
"16295","CL"
"16296","CA"
"16297","CL"
"16298","nan"
"16299","CL"
"16300","nan"
"16301","MG"
"16302","CL"
"16303","CA"
"16304","MG"
"16305","CL"
"16306","nan"
"16307","MG"
"16308","CL"
"16309","CL"
"16310","MN"
"16311","CA"
"16312","CL"
"16313","CA"
"16314","CL"
"16315","CL"
"16316","FE"
"16317","CL"
"16318","CA"
"16319","MG"
"16320","CL"
"16321","CL"
"16322","CL"
"16323","CA"
"16324","CL"
"16325","ZN"
"16326","MG"
"16327","ZN"
"16328","CA"
"16329","CL"
"16330","CL"
"16331","CL"
"16332","nan"
"16333","CL"
"16334","nan"
"16335","CA"
"16336","CA"
"16337","ZN"
"16338","MN"
"16339","MG"
"16340","SF4"
"16341","SF4"
"16342","CA"
"16343","CL"
"16344","MG"
"16345","nan"
"16346","nan"
"16347","CL"
"16348","nan"
"16349","CL"
"16350","nan"
"16351","ZN"
"16352","nan"
"16353","MG"
"16354","CL"
"16355","CA"
"16356","MG"
"16357","MG"
"16358","CA"
"16359","CA"
"16360","nan"
"16361","CA"
"16362","CL"
"16363","CL"
"16364","nan"
"16365","ZN"
"16366","MG"
"16367","CL"
"16368","CA"
"16369","GOL"
"16370","MG"
"16371","nan"
"16372","IMD"
