"","res_name_group"
"14593","ZN"
"14594","CA"
"14595","CL"
"14596","ZN"
"14597","MG"
"14598","CA"
"14599","nan"
"14600","CA"
"14601","nan"
"14602","CA"
"14603","CA"
"14604","MG"
"14605","MG"
"14606","MG"
"14607","CA"
"14608","CA"
"14609","CL"
"14610","CL"
"14611","CL"
"14612","CA"
"14613","ZN"
"14614","CL"
"14615","CL"
"14616","CL"
"14617","CL"
"14618","ZN"
"14619","CA"
"14620","CL"
"14621","CL"
"14622","CA"
"14623","CA"
"14624","EDO_BME_ETA"
"14625","EDO_BME_ETA"
"14626","CA"
"14627","CL"
"14628","ZN"
"14629","ZN"
"14630","CL"
"14631","MG"
"14632","ZN"
"14633","ZN"
"14634","MG"
"14635","MG"
"14636","MG"
"14637","MG"
"14638","nan"
"14639","CL"
"14640","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"14641","CL"
"14642","CL"
"14643","CA"
"14644","MG"
"14645","CL"
"14646","HEM"
"14647","CA"
"14648","CA"
"14649","CL"
"14650","MG"
"14651","CA"
"14652","CL"
"14653","CA"
"14654","CL"
"14655","CL"
"14656","MG"
"14657","CA"
"14658","CL"
"14659","MG"
"14660","MG"
"14661","MG"
"14662","MG"
"14663","HEM"
"14664","MG"
"14665","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"14666","nan"
"14667","CL"
"14668","CL"
"14669","CL"
"14670","ZN"
"14671","CL"
"14672","MG"
"14673","CA"
"14674","CL"
"14675","CL"
"14676","CL"
"14677","CA"
"14678","CL"
"14679","nan"
"14680","K"
"14681","MG"
"14682","MG"
"14683","CL"
"14684","CA"
"14685","CA"
"14686","MG"
"14687","MG"
"14688","ZN"
"14689","MG"
"14690","MG"
"14691","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"14692","CL"
"14693","CL"
"14694","CL"
"14695","ZN"
"14696","nan"
"14697","ZN"
"14698","CA"
"14699","CA"
"14700","MG"
"14701","CL"
"14702","CL"
"14703","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"14704","nan"
"14705","CA"
"14706","CA"
"14707","ZN"
"14708","MG"
"14709","MG"
"14710","CL"
"14711","CA"
"14712","CL"
"14713","CL"
"14714","MG"
"14715","MG"
"14716","MG"
"14717","CL"
"14718","CA"
"14719","CL"
"14720","CL"
"14721","CA"
"14722","ZN"
"14723","CL"
"14724","CL"
"14725","nan"
"14726","MG"
"14727","ZN"
"14728","MG"
"14729","MG"
"14730","CA"
"14731","CL"
"14732","CA"
"14733","CL"
"14734","CL"
"14735","ZN"
"14736","ZN"
"14737","CL"
"14738","CL"
"14739","CA"
"14740","EDO_BME_ETA"
"14741","CL"
"14742","CL"
"14743","nan"
"14744","CA"
"14745","ZN"
"14746","ZN"
"14747","CA"
"14748","CA"
"14749","CA"
"14750","CA"
"14751","MG"
"14752","ZN"
"14753","CA"
"14754","CL"
"14755","ZN"
"14756","nan"
"14757","MN"
"14758","nan"
"14759","CL"
"14760","CL"
"14761","MG"
"14762","CA"
"14763","CL"
"14764","MG"
"14765","MG"
"14766","MG"
"14767","CL"
"14768","MG"
"14769","CL"
"14770","CL"
"14771","ZN"
"14772","CL"
"14773","CL"
"14774","CL"
"14775","CL"
"14776","MG"
"14777","CL"
"14778","MG"
"14779","nan"
"14780","CL"
"14781","nan"
"14782","MG"
"14783","CL"
"14784","MG"
"14785","MN"
"14786","CL"
"14787","CL"
"14788","CL"
"14789","CL"
"14790","MG"
"14791","CA"
"14792","CA"
"14793","ZN"
"14794","CL"
"14795","CL"
"14796","ZN"
"14797","MG"
"14798","nan"
"14799","CL"
"14800","MG"
"14801","MG"
"14802","CA"
"14803","ZN"
"14804","CL"
"14805","CA"
"14806","nan"
"14807","NAG_NDG_A2G_NGA_MAG"
"14808","CL"
"14809","CL"
"14810","CA"
"14811","CA"
"14812","CL"
"14813","CA"
"14814","nan"
"14815","MG"
"14816","MG"
"14817","ZN"
"14818","MG"
"14819","nan"
"14820","CA"
"14821","MG"
"14822","MG"
"14823","CL"
"14824","CA"
"14825","CA"
"14826","CA"
"14827","CL"
"14828","MG"
"14829","CL"
"14830","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"14831","CL"
"14832","CL"
"14833","CL"
"14834","CL"
"14835","MG"
"14836","CA"
"14837","CA"
"14838","CA"
"14839","CA"
"14840","nan"
"14841","CL"
"14842","ZN"
"14843","MG"
"14844","MG"
"14845","CL"
"14846","CL"
"14847","CL"
"14848","CA"
"14849","CA"
"14850","CA"
"14851","CA"
"14852","CL"
"14853","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"14854","CL"
"14855","MG"
"14856","ZN"
"14857","CA"
"14858","ZN"
"14859","MG"
"14860","CA"
"14861","CL"
"14862","MG"
"14863","CA"
"14864","CA"
"14865","CA"
"14866","CA"
"14867","CA"
"14868","CL"
"14869","CL"
"14870","ZN"
"14871","CA"
"14872","CL"
"14873","nan"
"14874","MG"
"14875","MG"
"14876","ZN"
"14877","EDO_BME_ETA"
"14878","CL"
"14879","MG"
"14880","MG"
"14881","CA"
"14882","CA"
"14883","MG"
"14884","CA"
"14885","MG"
"14886","MN"
"14887","CA"
"14888","CA"
"14889","CL"
"14890","CA"
"14891","MG"
"14892","CL"
"14893","CL"
"14894","CA"
"14895","CL"
"14896","ZN"
"14897","CL"
"14898","nan"
"14899","ZN"
"14900","CA"
"14901","CA"
"14902","ZN"
"14903","nan"
"14904","CA"
"14905","ZN"
"14906","CL"
"14907","MG"
"14908","CL"
"14909","CA"
"14910","CL"
"14911","CA"
"14912","CL"
"14913","CL"
"14914","MN"
"14915","CA"
"14916","CA"
"14917","CA"
"14918","CA"
"14919","CL"
"14920","CL"
"14921","CL"
"14922","EDO_BME_ETA"
"14923","nan"
"14924","CL"
"14925","CL"
"14926","nan"
"14927","nan"
"14928","MG"
"14929","CA"
"14930","ZN"
"14931","CL"
"14932","CA"
"14933","MG"
"14934","nan"
"14935","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"14936","SF4_F3S"
"14937","CA"
"14938","CL"
"14939","CA"
"14940","ZN"
"14941","CL"
"14942","CL"
"14943","CL"
"14944","CA"
"14945","ZN"
"14946","CA"
"14947","CA"
"14948","MG"
"14949","MG"
"14950","CL"
"14951","CA"
"14952","MG"
"14953","CA"
"14954","ZN"
"14955","CL"
"14956","CA"
"14957","EDO_BME_ETA"
"14958","SF4_F3S"
"14959","CA"
"14960","CA"
"14961","nan"
"14962","nan"
"14963","nan"
"14964","MN"
"14965","nan"
"14966","CA"
"14967","MG"
"14968","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"14969","CA"
"14970","ZN"
"14971","CA"
"14972","CL"
"14973","nan"
"14974","ZN"
"14975","CL"
"14976","CL"
"14977","MG"
"14978","CL"
"14979","CL"
"14980","nan"
"14981","CA"
"14982","CL"
"14983","ZN"
"14984","CA"
"14985","CL"
"14986","CA"
"14987","CL"
"14988","CL"
"14989","MN"
"14990","CL"
"14991","nan"
"14992","ZN"
"14993","CL"
"14994","CL"
"14995","ZN"
"14996","HEM"
"14997","CA"
"14998","CL"
"14999","CA"
"15000","CA"
"15001","CA"
"15002","CL"
"15003","MG"
"15004","MG"
"15005","ZN"
"15006","ZN"
"15007","CL"
"15008","MG"
"15009","ZN"
"15010","CA"
"15011","MG"
"15012","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15013","MG"
"15014","CL"
"15015","CL"
"15016","CL"
"15017","CL"
"15018","CA"
"15019","MN"
"15020","MG"
"15021","CL"
"15022","nan"
"15023","CL"
"15024","CA"
"15025","ZN"
"15026","CA"
"15027","NAG_NDG_A2G_NGA_MAG"
"15028","MG"
"15029","CL"
"15030","ZN"
"15031","NAG_NDG_A2G_NGA_MAG"
"15032","NAG_NDG_A2G_NGA_MAG"
"15033","ZN"
"15034","ZN"
"15035","CL"
"15036","CA"
"15037","ZN"
"15038","CA"
"15039","ZN"
"15040","CA"
"15041","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15042","nan"
"15043","CA"
"15044","MG"
"15045","MG"
"15046","CA"
"15047","MG"
"15048","CL"
"15049","EDO_BME_ETA"
"15050","CA"
"15051","MG"
"15052","EDO_BME_ETA"
"15053","CL"
"15054","CA"
"15055","MG"
"15056","ZN"
"15057","CA"
"15058","MG"
"15059","CL"
"15060","CL"
"15061","ZN"
"15062","CA"
"15063","MG"
"15064","ZN"
"15065","CL"
"15066","CA"
"15067","ZN"
"15068","CL"
"15069","ZN"
"15070","CA"
"15071","ZN"
"15072","CL"
"15073","ZN"
"15074","CL"
"15075","CL"
"15076","nan"
"15077","CA"
"15078","MN"
"15079","ZN"
"15080","CL"
"15081","MG"
"15082","MG"
"15083","CL"
"15084","CL"
"15085","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15086","CL"
"15087","nan"
"15088","MG"
"15089","CA"
"15090","CA"
"15091","EDO_BME_ETA"
"15092","CL"
"15093","CL"
"15094","MG"
"15095","CL"
"15096","CL"
"15097","CL"
"15098","CL"
"15099","CA"
"15100","CA"
"15101","CA"
"15102","CA"
"15103","MG"
"15104","CA"
"15105","MG"
"15106","HEM"
"15107","MG"
"15108","CL"
"15109","nan"
"15110","CL"
"15111","MG"
"15112","CL"
"15113","CA"
"15114","ZN"
"15115","EDO_BME_ETA"
"15116","CA"
"15117","ZN"
"15118","CA"
"15119","MG"
"15120","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15121","MG"
"15122","nan"
"15123","ZN"
"15124","CA"
"15125","ZN"
"15126","MG"
"15127","CL"
"15128","ZN"
"15129","ZN"
"15130","CL"
"15131","CA"
"15132","EDO_BME_ETA"
"15133","CA"
"15134","CA"
"15135","MG"
"15136","CL"
"15137","MG"
"15138","ZN"
"15139","CL"
"15140","ZN"
"15141","CL"
"15142","MG"
"15143","CL"
"15144","MG"
"15145","nan"
"15146","CL"
"15147","CL"
"15148","MG"
"15149","CA"
"15150","CA"
"15151","MN"
"15152","CL"
"15153","CL"
"15154","CA"
"15155","ZN"
"15156","ZN"
"15157","CA"
"15158","MG"
"15159","CL"
"15160","CA"
"15161","SF4_F3S"
"15162","CL"
"15163","CL"
"15164","HEM"
"15165","CA"
"15166","CA"
"15167","CA"
"15168","ZN"
"15169","HEM"
"15170","MN"
"15171","CL"
"15172","MG"
"15173","CL"
"15174","MG"
"15175","ZN"
"15176","CA"
"15177","CA"
"15178","MG"
"15179","MN"
"15180","CA"
"15181","CL"
"15182","MG"
"15183","CA"
"15184","MG"
"15185","CA"
"15186","CA"
"15187","CL"
"15188","MG"
"15189","CA"
"15190","nan"
"15191","CL"
"15192","CA"
"15193","CL"
"15194","CL"
"15195","ZN"
"15196","CL"
"15197","EDO_BME_ETA"
"15198","EDO_BME_ETA"
"15199","MG"
"15200","CL"
"15201","CA"
"15202","CA"
"15203","CL"
"15204","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15205","MG"
"15206","ZN"
"15207","MN"
"15208","MG"
"15209","CA"
"15210","ZN"
"15211","CL"
"15212","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15213","ZN"
"15214","CL"
"15215","CA"
"15216","CL"
"15217","CA"
"15218","MG"
"15219","CL"
"15220","CL"
"15221","CA"
"15222","MG"
"15223","MN"
"15224","ZN"
"15225","CL"
"15226","ZN"
"15227","CA"
"15228","CA"
"15229","CA"
"15230","CA"
"15231","ZN"
"15232","CL"
"15233","CA"
"15234","ZN"
"15235","CA"
"15236","ZN"
"15237","CA"
"15238","ZN"
"15239","CA"
"15240","CL"
"15241","MG"
"15242","CL"
"15243","CA"
"15244","MG"
"15245","CL"
"15246","ZN"
"15247","CL"
"15248","CL"
"15249","CA"
"15250","MG"
"15251","MG"
"15252","CA"
"15253","HEM"
"15254","MG"
"15255","CL"
"15256","ZN"
"15257","MG"
"15258","CL"
"15259","ZN"
"15260","CA"
"15261","CL"
"15262","CA"
"15263","MN"
"15264","CL"
"15265","MG"
"15266","CL"
"15267","CA"
"15268","ZN"
"15269","CL"
"15270","ZN"
"15271","ZN"
"15272","ZN"
"15273","ZN"
"15274","CA"
"15275","CL"
"15276","ZN"
"15277","MG"
"15278","CL"
"15279","CL"
"15280","CL"
"15281","CA"
"15282","MG"
"15283","MG"
"15284","MG"
"15285","CA"
"15286","CA"
"15287","CA"
"15288","CA"
"15289","CA"
"15290","CL"
"15291","MG"
"15292","ZN"
"15293","ZN"
"15294","CA"
"15295","NAG_NDG_A2G_NGA_MAG"
"15296","EDO_BME_ETA"
"15297","CL"
"15298","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15299","nan"
"15300","MG"
"15301","CL"
"15302","HEM"
"15303","ZN"
"15304","ZN"
"15305","CA"
"15306","CL"
"15307","CA"
"15308","ZN"
"15309","MG"
"15310","nan"
"15311","CA"
"15312","CL"
"15313","CL"
"15314","MN"
"15315","ZN"
"15316","MG"
"15317","MG"
"15318","MG"
"15319","CA"
"15320","MG"
"15321","NAG_NDG_A2G_NGA_MAG"
"15322","MG"
"15323","CL"
"15324","MG"
"15325","CA"
"15326","MG"
"15327","CL"
"15328","CL"
"15329","CL"
"15330","CA"
"15331","CL"
"15332","CA"
"15333","MG"
"15334","CU"
"15335","ZN"
"15336","NAG_NDG_A2G_NGA_MAG"
"15337","nan"
"15338","nan"
"15339","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15340","CA"
"15341","CA"
"15342","CA"
"15343","MG"
"15344","EDO_BME_ETA"
"15345","CL"
"15346","nan"
"15347","MG"
"15348","nan"
"15349","MG"
"15350","MN"
"15351","nan"
"15352","MG"
"15353","HEM"
"15354","CL"
"15355","CL"
"15356","CL"
"15357","CL"
"15358","CL"
"15359","CL"
"15360","CA"
"15361","CL"
"15362","CL"
"15363","CA"
"15364","CL"
"15365","MG"
"15366","ZN"
"15367","CA"
"15368","CL"
"15369","HEM"
"15370","MG"
"15371","ZN"
"15372","CL"
"15373","ZN"
"15374","CA"
"15375","ZN"
"15376","CL"
"15377","MG"
"15378","CL"
"15379","MG"
"15380","CL"
"15381","CA"
"15382","ZN"
"15383","CL"
"15384","CL"
"15385","MG"
"15386","CL"
"15387","CA"
"15388","ZN"
"15389","CL"
"15390","ZN"
"15391","CL"
"15392","CL"
"15393","MG"
"15394","MG"
"15395","MG"
"15396","CA"
"15397","CL"
"15398","CL"
"15399","CL"
"15400","MG"
"15401","CL"
"15402","CA"
"15403","MG"
"15404","ZN"
"15405","CL"
"15406","MG"
"15407","CL"
"15408","HEM"
"15409","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15410","CA"
"15411","CL"
"15412","CA"
"15413","MG"
"15414","CA"
"15415","MG"
"15416","nan"
"15417","CA"
"15418","CL"
"15419","CL"
"15420","ZN"
"15421","NAG_NDG_A2G_NGA_MAG"
"15422","CL"
"15423","CA"
"15424","CA"
"15425","CL"
"15426","CA"
"15427","CA"
"15428","ZN"
"15429","CL"
"15430","MG"
"15431","MG"
"15432","MN"
"15433","CL"
"15434","CL"
"15435","CA"
"15436","ZN"
"15437","CA"
"15438","HEM"
"15439","CL"
"15440","nan"
"15441","CL"
"15442","CA"
"15443","ZN"
"15444","ZN"
"15445","MN"
"15446","NAG_NDG_A2G_NGA_MAG"
"15447","NAG_NDG_A2G_NGA_MAG"
"15448","CA"
"15449","ZN"
"15450","ZN"
"15451","MG"
"15452","MG"
"15453","CA"
"15454","CA"
"15455","CL"
"15456","MG"
"15457","MG"
"15458","nan"
"15459","MG"
"15460","MG"
"15461","MG"
"15462","CL"
"15463","ZN"
"15464","CL"
"15465","CA"
"15466","CL"
"15467","CL"
"15468","CL"
"15469","ZN"
"15470","MG"
"15471","CA"
"15472","MG"
"15473","MG"
"15474","nan"
"15475","CA"
"15476","CA"
"15477","CL"
"15478","CL"
"15479","MG"
"15480","CA"
"15481","MG"
"15482","CA"
"15483","MG"
"15484","CA"
"15485","ZN"
"15486","EDO_BME_ETA"
"15487","ZN"
"15488","CA"
"15489","MG"
"15490","CA"
"15491","CL"
"15492","CA"
"15493","ZN"
"15494","CL"
"15495","ZN"
"15496","CA"
"15497","CL"
"15498","CA"
"15499","MG"
"15500","CA"
"15501","ZN"
"15502","CA"
"15503","CA"
"15504","CL"
"15505","EDO_BME_ETA"
"15506","MG"
"15507","ZN"
"15508","CL"
"15509","MG"
"15510","CL"
"15511","CA"
"15512","MN"
"15513","CL"
"15514","CL"
"15515","CA"
"15516","CL"
"15517","MG"
"15518","CL"
"15519","CA"
"15520","CA"
"15521","CA"
"15522","CL"
"15523","CL"
"15524","nan"
"15525","EDO_BME_ETA"
"15526","ZN"
"15527","MG"
"15528","ZN"
"15529","CL"
"15530","nan"
"15531","MG"
"15532","MG"
"15533","MG"
"15534","MG"
"15535","ZN"
"15536","ZN"
"15537","MG"
"15538","CL"
"15539","CL"
"15540","CA"
"15541","ZN"
"15542","CL"
"15543","CL"
"15544","CL"
"15545","CL"
"15546","MG"
"15547","MG"
"15548","MG"
"15549","MG"
"15550","ZN"
"15551","CL"
"15552","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15553","EDO_BME_ETA"
"15554","CL"
"15555","CL"
"15556","ZN"
"15557","nan"
"15558","CA"
"15559","MG"
"15560","ZN"
"15561","CA"
"15562","CA"
"15563","CL"
"15564","CA"
"15565","CA"
"15566","MG"
"15567","ZN"
"15568","ZN"
"15569","MN"
"15570","CL"
"15571","MG"
"15572","CA"
"15573","ZN"
"15574","CL"
"15575","CA"
"15576","MG"
"15577","NAG_NDG_A2G_NGA_MAG"
"15578","CL"
"15579","CL"
"15580","ZN"
"15581","HEM"
"15582","CL"
"15583","CL"
"15584","MG"
"15585","MG"
"15586","MG"
"15587","CA"
"15588","CL"
"15589","MG"
"15590","CA"
"15591","CA"
"15592","ZN"
"15593","CA"
"15594","CL"
"15595","CL"
"15596","CL"
"15597","MG"
"15598","CL"
"15599","ZN"
"15600","MG"
"15601","CL"
"15602","CL"
"15603","CL"
"15604","CL"
"15605","MG"
"15606","CL"
"15607","CL"
"15608","MG"
"15609","ZN"
"15610","MG"
"15611","CL"
"15612","MG"
"15613","CL"
"15614","MG"
"15615","MN"
"15616","ZN"
"15617","CA"
"15618","CL"
"15619","MG"
"15620","CA"
"15621","EDO_BME_ETA"
"15622","ZN"
"15623","CL"
"15624","CA"
"15625","CL"
"15626","SF4_F3S"
"15627","HEM"
"15628","MG"
"15629","CL"
"15630","ZN"
"15631","MG"
"15632","CA"
"15633","CL"
"15634","ZN"
"15635","CA"
"15636","CA"
"15637","CA"
"15638","CL"
"15639","HEM"
"15640","CA"
"15641","nan"
"15642","CA"
"15643","CL"
"15644","MG"
"15645","MN"
"15646","NAG_NDG_A2G_NGA_MAG"
"15647","CA"
"15648","CA"
"15649","nan"
"15650","CA"
"15651","MG"
"15652","MG"
"15653","MG"
"15654","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15655","nan"
"15656","CL"
"15657","MN"
"15658","CA"
"15659","ZN"
"15660","CA"
"15661","CL"
"15662","MG"
"15663","CA"
"15664","CL"
"15665","CA"
"15666","CA"
"15667","ZN"
"15668","CA"
"15669","CL"
"15670","ZN"
"15671","CA"
"15672","CA"
"15673","CL"
"15674","CL"
"15675","CL"
"15676","CL"
"15677","CL"
"15678","CL"
"15679","EDO_BME_ETA"
"15680","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15681","ZN"
"15682","MG"
"15683","MG"
"15684","nan"
"15685","MG"
"15686","CL"
"15687","CL"
"15688","CL"
"15689","MG"
"15690","HEM"
"15691","CA"
"15692","CL"
"15693","CA"
"15694","CA"
"15695","CL"
"15696","NAG_NDG_A2G_NGA_MAG"
"15697","MG"
"15698","MG"
"15699","CA"
"15700","CL"
"15701","ZN"
"15702","MG"
"15703","MG"
"15704","CL"
"15705","MG"
"15706","MG"
"15707","ZN"
"15708","CL"
"15709","CL"
"15710","nan"
"15711","ZN"
"15712","CA"
"15713","HEM"
"15714","CL"
"15715","ZN"
"15716","HEM"
"15717","CA"
"15718","ZN"
"15719","nan"
"15720","CA"
"15721","MG"
"15722","CL"
"15723","CA"
"15724","MG"
"15725","MN"
"15726","CA"
"15727","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"15728","CA"
"15729","CL"
"15730","CL"
"15731","CL"
"15732","ZN"
"15733","CA"
"15734","CA"
"15735","CA"
"15736","MG"
"15737","EDO_BME_ETA"
"15738","nan"
"15739","CL"
"15740","CL"
"15741","ZN"
"15742","CL"
"15743","MG"
"15744","CL"
"15745","MG"
"15746","CL"
"15747","CL"
"15748","CL"
"15749","CA"
"15750","CL"
"15751","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15752","CA"
"15753","CA"
"15754","CL"
"15755","CL"
"15756","CA"
"15757","MG"
"15758","MG"
"15759","NAG_NDG_A2G_NGA_MAG"
"15760","CL"
"15761","CA"
"15762","ZN"
"15763","CA"
"15764","CL"
"15765","HEM"
"15766","ZN"
"15767","CL"
"15768","nan"
"15769","CA"
"15770","CA"
"15771","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15772","ZN"
"15773","CL"
"15774","CA"
"15775","ZN"
"15776","CL"
"15777","MG"
"15778","CA"
"15779","ZN"
"15780","CA"
"15781","CA"
"15782","CA"
"15783","CA"
"15784","SF4_F3S"
"15785","ZN"
"15786","MG"
"15787","MN"
"15788","CL"
"15789","MG"
"15790","CL"
"15791","CA"
"15792","CA"
"15793","CL"
"15794","CL"
"15795","nan"
"15796","CL"
"15797","ZN"
"15798","MG"
"15799","CL"
"15800","CL"
"15801","CL"
"15802","CA"
"15803","CA"
"15804","MG"
"15805","CL"
"15806","MG"
"15807","CA"
"15808","NAG_NDG_A2G_NGA_MAG"
"15809","MG"
"15810","CL"
"15811","CA"
"15812","ZN"
"15813","CA"
"15814","nan"
"15815","nan"
"15816","CA"
"15817","CL"
"15818","MG"
"15819","CL"
"15820","MG"
"15821","CL"
"15822","CA"
"15823","CA"
"15824","CA"
"15825","CL"
"15826","CL"
"15827","CA"
"15828","CA"
"15829","HEM"
"15830","MG"
"15831","ZN"
"15832","nan"
"15833","CA"
"15834","CL"
"15835","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15836","CA"
"15837","CL"
"15838","ZN"
"15839","CA"
"15840","CA"
"15841","CL"
"15842","CL"
"15843","CL"
"15844","nan"
"15845","ZN"
"15846","CL"
"15847","CL"
"15848","MG"
"15849","MG"
"15850","MG"
"15851","CL"
"15852","CL"
"15853","CL"
"15854","CA"
"15855","CA"
"15856","nan"
"15857","nan"
"15858","nan"
"15859","CL"
"15860","MG"
"15861","CL"
"15862","CL"
"15863","CA"
"15864","CL"
"15865","CL"
"15866","CL"
"15867","CL"
"15868","CA"
"15869","CA"
"15870","CL"
"15871","CA"
"15872","CL"
"15873","CL"
"15874","MG"
"15875","MG"
"15876","CL"
"15877","nan"
"15878","CL"
"15879","CL"
"15880","CA"
"15881","CL"
"15882","CA"
"15883","MG"
"15884","CL"
"15885","ZN"
"15886","ZN"
"15887","ZN"
"15888","ZN"
"15889","CL"
"15890","ZN"
"15891","CL"
"15892","ZN"
"15893","ZN"
"15894","CA"
"15895","MG"
"15896","CL"
"15897","MG"
"15898","MG"
"15899","MG"
"15900","CA"
"15901","CA"
"15902","MG"
"15903","MG"
"15904","nan"
"15905","nan"
"15906","ZN"
"15907","CL"
"15908","CL"
"15909","EDO_BME_ETA"
"15910","MG"
"15911","ZN"
"15912","CA"
"15913","CA"
"15914","CA"
"15915","ZN"
"15916","CA"
"15917","ZN"
"15918","CL"
"15919","MG"
"15920","CL"
"15921","CL"
"15922","CL"
"15923","CL"
"15924","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"15925","EDO_BME_ETA"
"15926","CA"
"15927","CL"
"15928","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"15929","ZN"
"15930","ZN"
"15931","CA"
"15932","CA"
"15933","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"15934","CL"
"15935","NAG_NDG_A2G_NGA_MAG"
"15936","NAG_NDG_A2G_NGA_MAG"
"15937","CL"
"15938","ZN"
"15939","CL"
"15940","HEM"
"15941","ZN"
"15942","CL"
"15943","CL"
"15944","nan"
"15945","MG"
"15946","MG"
"15947","nan"
"15948","nan"
"15949","nan"
"15950","MG"
"15951","MG"
"15952","MN"
"15953","CA"
"15954","CA"
"15955","CL"
"15956","CL"
"15957","MG"
"15958","MG"
"15959","CL"
"15960","CL"
"15961","ZN"
"15962","CL"
"15963","ZN"
"15964","MG"
"15965","CL"
"15966","CL"
"15967","CL"
"15968","MG"
"15969","MN"
"15970","CL"
"15971","nan"
"15972","CA"
"15973","CL"
"15974","CL"
"15975","ZN"
"15976","CA"
"15977","MG"
"15978","CA"
"15979","CA"
"15980","CA"
"15981","CA"
"15982","ZN"
"15983","CL"
"15984","MG"
"15985","CL"
"15986","MG"
"15987","CL"
"15988","CA"
"15989","nan"
"15990","MG"
"15991","MN"
"15992","ZN"
"15993","CA"
"15994","MG"
"15995","MG"
"15996","EDO_BME_ETA"
"15997","CL"
"15998","MG"
"15999","CL"
"16000","CL"
"16001","ZN"
"16002","MG"
"16003","CA"
"16004","CL"
"16005","CA"
"16006","CL"
"16007","MG"
"16008","ZN"
"16009","CL"
"16010","NAG_NDG_A2G_NGA_MAG"
"16011","MG"
"16012","NAG_NDG_A2G_NGA_MAG"
"16013","ZN"
"16014","ZN"
"16015","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"16016","MG"
"16017","CL"
"16018","CA"
"16019","MG"
"16020","CL"
"16021","CL"
"16022","CL"
"16023","HEM"
"16024","CA"
"16025","nan"
"16026","nan"
"16027","nan"
"16028","MG"
"16029","CL"
"16030","ZN"
"16031","EDO_BME_ETA"
"16032","CA"
"16033","CL"
"16034","MG"
"16035","CL"
"16036","CL"
"16037","MG"
"16038","MN"
"16039","CL"
"16040","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"16041","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"16042","CL"
"16043","ZN"
"16044","CL"
"16045","MN"
"16046","CL"
"16047","nan"
"16048","CA"
"16049","MG"
"16050","CL"
"16051","CL"
"16052","CL"
"16053","CA"
"16054","CA"
"16055","MG"
"16056","MG"
"16057","nan"
"16058","MG"
"16059","nan"
"16060","CA"
"16061","CA"
"16062","CL"
"16063","MG"
"16064","MG"
"16065","CA"
"16066","CA"
"16067","CA"
"16068","ZN"
"16069","CA"
"16070","ZN"
"16071","MG"
"16072","MG"
"16073","MG"
"16074","CL"
"16075","MG"
"16076","CL"
"16077","nan"
"16078","nan"
"16079","CL"
"16080","CL"
"16081","HG"
"16082","ZN"
"16083","CA"
"16084","CL"
"16085","ZN"
"16086","MN"
